,id,priceLabel,name,brandId,brandName,imageLink,desc,vendor,print,material,cashmere
102,461445757,190.0,"Salvatore Ferragamo Fox Silk Tie, Navy",1948,Salvatore Ferragamo,http://bim.shopstyle.com/pim/8c/a3/8ca3baec6abd2402695b9782d7ec9668_best.jpg,<ul><li>Salvatore Ferragamo fox-print silk tie.</li><li>Made in Italy.</li></ul>,Neiman Marcus,_print,_silk,False
119,456446326,175.0,Neil Barrett Black & White Silk Micro Lightning Tie,7860,Neil Barrett,http://bim.shopstyle.com/pim/15/7b/157b12f0038422fabbb4082ec21e87c3_best.jpg,"Slim tie in black. Lightning bolt pattern woven throughout in white. Feed-through loop at back. Tonal stitching. Approx. 58"" length, 2"" width. 100% silk. Made in Italy",SSENSE,unknown,_silk,False
121,453795654,185.0,Thom Browne Windowpane & Horn-Pattern Jacquard Neck Tie,25337,Thom Browne,http://bim.shopstyle.com/pim/be/88/be88babbe0af086503bfebec6f877097_best.jpg,"Thom Browne burgundy and navy windowpane and horn-pattern silk jacquard neck tie. 2.25"" width, approximately. Keeper loop at back. Available in Burgundy/Navy. Silk. Dry clean. Made in U.S.",Barneys New York,unknown,_silk,False
122,456357512,154.0,Alexander McQueen Micro-dot silk tie,689,Alexander McQueen,http://bim.shopstyle.com/pim/9d/80/9d80cfec0803514cda012e61c921d154_best.jpg,"<ul><li>Silver and black micro-dot jacquard, silk</li><li>Silver and black signature skull jacquard detail</li><li>Classic shape</li><li>Black silk lining</li><li>100% silk.</li><li>Dry clean</li><li>Country of Origin: Italy</li></ul>",MATCHESFASHION.COM,unknown,_silk,False
124,462306941,50.0,Burberry Tie,870,Burberry,http://bim.shopstyle.com/pim/b2/ff/b2fff01b8bf75e396531e6592dc60507_best.jpg,"Men's navy, red and multicolor Burberry silk necktie with geometric design throughout.",TheRealReal,unknown,_silk,False
125,461789186,60.0,Hermès Tie,1274,Hermes,http://bim.shopstyle.com/pim/8d/d7/8dd762bd8bc44ec056fa5ac56e9d5782_best.jpg,Men's Tan silk printed tie.,TheRealReal,_print,_silk,False
126,461792699,75.0,Hermès Tie,1274,Hermes,http://bim.shopstyle.com/pim/4e/da/4edaaf6b504cbd243bc1e81e921b8d74_best.jpg,"Men's navy, red and multicolor Hermès silk necktie with animal motif.",TheRealReal,unknown,_silk,False
128,456706413,140.0,Band Of Outsiders bow tie,7514,Band Of Outsiders,http://bim.shopstyle.com/pim/11/27/1127dda07428e8c4c39885f00616816b_best.jpg,Red silk bow tie from Band Of Outsiders featuring embroidered details and a clip on fastening.,farfetch.com,unknown,_silk,False
129,458506794,133.94,Burberry London 'Smoked check' pointed tip tie,870,Burberry,http://bim.shopstyle.com/pim/80/82/8082cf2c11ca03183ac54874d0821bc4_best.jpg,Red silk 'Smoked check' pointed tip tie from Burberry.,farfetch.com,unknown,_silk,False
130,455430694,89.0,Boss Hugo Boss patterned tie,267,HUGO BOSS,http://bim.shopstyle.com/pim/d0/7b/d07bb6003c35f34bb5a300e61b37ec3c_best.jpg,"Dark blue, white and beige silk patterned tie from Boss Hugo Boss featuring a branded rear patch, a pointed tip and a geometric pattern.",farfetch.com,unknown,_silk,False
131,445814603,117.87,Burberry London printed tie,870,Burberry,http://bim.shopstyle.com/pim/bc/c4/bcc4ceda65f6662d9953406931ca454a_best.jpg,Grey and purple silk printed tie from Burberry London featuring a pointed tip and a striped print.,farfetch.com,_striped,_silk,False
132,451776166,98.84,Lanvin moped print tie,1487,Lanvin,http://bim.shopstyle.com/pim/a9/4e/a94e47ed1665ae19f4b75dbeb4a4fa90_best.jpg,Pink silk moped print tie from Lanvin featuring a pointed tip.,farfetch.com,_print,_silk,False
134,458360259,150.02,Gucci printed tie,1242,Gucci,http://bim.shopstyle.com/pim/7d/d2/7dd2a82919a271c98fe5d9141cd78b07_best.jpg,Blue silk printed tie from Gucci featuring a polka dot pattern.,farfetch.com,_print,_silk,False
135,461377447,161.0,Burberry London Wide-stripe silk tie,870,Burberry,http://bim.shopstyle.com/pim/cd/79/cd79052812c49b365ea87d738d15353c_best.jpg,"<ul><li>Tonal-blue wide diagonal stripes, silk</li><li>Cornflower-blue embroidered logo</li><li>100% silk. </li><li>Dry clean </li><li>Country of origin: UK</li></ul>",MATCHESFASHION.COM,_striped,_silk,False
136,450711186,170.0,Patterned Woven Silk Bow Tie,1242,Gucci,http://bim.shopstyle.com/pim/5b/f6/5bf61d0b3f3054a1764d921533b4516d_best.jpg,<ul> <li>black and light brown</li> <li>100% silk</li> <li>Made in Italy</li> </ul>,Gucci,unknown,_silk,False
139,461567292,285.0,"Ermenegildo Zegna Quindici Large-Paisley Silk Tie, Orange",1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/ee/34/ee34c4f9a46703a4e0267bb2b402eb01_best.jpg,"<ul><li>Ermenegildo Zegna Quindici silk tie with large-paisley print. </li><li>The tail end of a Quindici tie features its hallmark: the actual screen rotation used to finish each and every design. </li><li>3 1/2"" at widest. </li><li>Dry clean. </li><li>Handmade in Italy. </li></ul>",Neiman Marcus,_print,_silk,False
144,464768270,195.0,5cm Skull Printed Silk Tie,689,Alexander McQueen,http://bim.shopstyle.com/pim/98/22/98229dbb1ae93390ff5c5b7b48fe6e27_best.jpg,<li>Width: 5cm</li> <li>'Prince de galles' silk</li> <li>Made in Italy</li>,LUISAVIAROMA,unknown,_silk,False
147,456595881,65.0,Italian silk tie in double stripe,284,J.Crew,http://bim.shopstyle.com/pim/31/a5/31a552259955f375f6bc17f38dff9fc2_best.jpg,"Sometimes you want to wear a tie even when you don't have to. This one sports a classic stripe (there's a reason stripes never go out of style) and instantly elevates just about anything else you're wearing. Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>Italian silk.</li> <li>USA.</li> </ul>",J.Crew,_striped,_silk,False
156,453636763,195.0,Alexander McQueen Charcoal & White Pin Dot Tie,689,Alexander McQueen,http://bim.shopstyle.com/pim/92/1b/921b7164033d516906b8636f55ffd219_best.jpg,"Wide silk tie in charcoal grey. Pin dot pattern throughout in white. Signature skull at outer tip in red. Tonal stitching. Approx. 57"" length, 2.75"" width. 100% silk. Made in Italy",SSENSE,unknown,_silk,False
158,462287964,165.0,Burberry London Grey The Beat Check Silk Tie,870,Burberry,http://bim.shopstyle.com/pim/7a/71/7a7143b14eaef1b5cd75727d21236133_best.jpg,"Silk tie in tones of grey. Signature 'The Beat' check throughout. Feed-through loop at back. Tonal stitching. Approx. 56"" length x 2.75"" width. 100% silk. Made in Italy",SSENSE,unknown,_silk,False
160,454438066,160.0,Armani Collezioni Herringbone-Stripe Jacquard Neck Tie,747,Armani Collezioni,http://bim.shopstyle.com/pim/f3/65/f365fcacad990a24e877645c7c354b3c_best.jpg,"Armani Collezioni silver and navy herringbone-stripe silk jacquard neck tie. 3.5"" width, approximately. Keeper loop at back. Lined. Silk. Available in Silver/Navy. Dry clean. Made in Italy.",Barneys New York,_striped,_silk,False
163,462483319,75.0,Prada Tie,1847,Prada,http://bim.shopstyle.com/pim/7c/25/7c255387200bc1f808be06852cd2cb2a_best.jpg,"Men's black, grey and beige Prada silk printed skinny necktie.",TheRealReal,_print,_silk,False
164,462634554,125.0,Hermès Tie,1274,Hermes,http://bim.shopstyle.com/pim/b0/d6/b0d62b5ad06ca4944d01adf36d52d90e_best.jpg,"Men's red, yellow and navy Hermès silk necktie with horsebit motif.",TheRealReal,unknown,_silk,False
165,462907284,95.0,Hermès Tie,1274,Hermes,http://bim.shopstyle.com/pim/2e/cd/2ecd21489e9d5c73b104f44ea149e806_best.jpg,Men's slate Hermès silk printed necktie.,TheRealReal,_print,_silk,False
166,461789532,95.0,Hermès Tie,1274,Hermes,http://bim.shopstyle.com/pim/13/89/1389b2e744a09b36baa9801c0f2d65fd_best.jpg,Men's red Hermès silk print tie.,TheRealReal,_print,_silk,False
167,461789811,95.0,Hermès Tie,1274,Hermes,http://bim.shopstyle.com/pim/48/5c/485c930388b1177f83a0eda50aa150b4_best.jpg,"Men's crimson, silver-tone and black Hermès silk necktie with turtle motif throughout.",TheRealReal,unknown,_silk,False
168,462481646,60.0,Hermès Tie,1274,Hermes,http://bim.shopstyle.com/pim/dd/57/dd57d7b6713cced7484c02ef5b3fdfdd_best.jpg,"Men's red, tan and multicolor Hermès silk necktie with logging motif.",TheRealReal,unknown,_silk,False
169,462633357,95.0,Hermès Tie,1274,Hermes,http://bim.shopstyle.com/pim/62/ef/62efd5f6d1006a4d4977b7c14fcc35f2_best.jpg,"Men's light pink, light blue and light yellow Hermès silk necktie with H motif.",TheRealReal,unknown,_silk,False
170,462653152,140.0,Lanvin Polka-Dot Silk Bow Tie,1487,Lanvin,http://bim.shopstyle.com/pim/ea/f9/eaf96e0a24e7e7e7db776e2ea191dacb_best.jpg,"Make a rakish impression with Lanvin 's luxurious silk-satin bow tie. The navy and white polka-dot design makes a dashing alternative to black - set it off against a sharp-collared shirt at parties. <ul> <li>Navy and white polka-dot silk-satin bow tie</li> <li>Pre-tied style, adjustable neck strap</li> <li>Hook and eye fastening</li> <li>100% silk</li> <li>Dry clean</li> </ul>",MR PORTER,unknown,_silk,False
171,457958061,150.0,Paul Smith floral pattern tie,1795,Paul Smith,http://bim.shopstyle.com/pim/52/1c/521c3a5e115c780d27aa66c62f9e26a3_best.jpg,Black silk floral pattern tie from Paul Smith.,farfetch.com,unknown,_silk,False
172,444127335,90.2,Gianfranco Ferre Vintage printed tie,1219,Gianfranco Ferre,http://bim.shopstyle.com/pim/64/57/6457e495917155d957c08223903a5e96_best.jpg,Grey silk tie from Gianfranco Ferre Vintage featuring a white polka dot print and a pointed tip. This item fits true to size. Please note that vintage items are not new and therefore might have minor imperfections. From 1980.,farfetch.com,_print,_silk,False
173,445813783,117.87,Burberry London striped tie,870,Burberry,http://bim.shopstyle.com/pim/fe/ce/fece3ecea4b9ea74d60cc23d635fd5fc_best.jpg,Dusty sapphire and pink silk striped tie from Burberry London featuring a pointed tip and an embroidered logo.,farfetch.com,_striped,_silk,False
174,447171608,162.61,Brioni printed tie,859,Brioni,http://bim.shopstyle.com/pim/25/84/2584e2193293ef39f41d9c7f065863d1_best.jpg,Blue silk printed tie from Brioni featuring a pointed tip and a striped print.,farfetch.com,_striped,_silk,False
175,462309730,160.73,Hermès Vintage ship print tie,1274,Hermes,http://bim.shopstyle.com/pim/bd/fb/bdfbeefca9f524f486c16a093a36b13f_best.jpg,Red silk ship print tie from Hermès Vintage circa 1990 featuring a pointed tip and a front logo patch to the rear. Please note that vintage items are not new and therefore might have minor imperfections.,farfetch.com,_print,_silk,False
176,448673532,129.65,Lanvin diamond check embossed tie,1487,Lanvin,http://bim.shopstyle.com/pim/8b/de/8bde365ad972581964dd6ff9f495d901_best.jpg,Blue silk diamond check embossed tie from Lanvin featuring an embossed internal logo stamp and a pointed tip.,farfetch.com,unknown,_silk,False
177,436981234,90.2,Salvatore Ferragamo Vintage mixed print tie,1948,Salvatore Ferragamo,http://bim.shopstyle.com/pim/24/50/24500aa974edcc3c02ac8860c673f12e_best.jpg,Navy blue silk tie from Salvatore Ferragamo featuring a ducks and geometric shapes print . Please note that vintage items are not new and therefore might have minor imperfections.,farfetch.com,_print,_silk,False
178,444128493,124.19,Hermès Vintage patterned tie,1274,Hermes,http://bim.shopstyle.com/pim/a3/e0/a3e0b16a073aa0c4493273417186c1a9_best.jpg,Red and white silk patterned tie from Hermès Vintage featuring a pointed tip and a printed logo. This item is true to fit.,farfetch.com,_print,_silk,False
179,462310117,64.29,Pierre Cardin Vintage jacquard patterned tie,7913,Pierre Cardin,http://bim.shopstyle.com/pim/06/88/0688af358f21be30169215476ae900e0_best.jpg,"Burgundy silk jacquard patterned tie from Pierre Cardin Vintage featuring a floral pattern, a logo tag and from the 1980's. Please note that vintage items are not new and therefore might have minor imperfections.",farfetch.com,unknown,_silk,False
180,458916562,138.17,Etro paisley pattern tie,1146,Etro,http://bim.shopstyle.com/pim/90/14/90144e09b43067fd5317f32d3c263393_best.jpg,Blue silk blend paisley pattern tie from Etro.,farfetch.com,_paisley,_silk,False
181,458360173,150.02,Gucci printed tie,1242,Gucci,http://bim.shopstyle.com/pim/b7/12/b712d2f5edefa607bcbe1dfe1f433a8c_best.jpg,Grey and black silk printed tie from Gucci featuring a polka dot print and branded rear patch.,farfetch.com,_print,_silk,False
182,460964055,178.26,Kiton polka dot pointed tip tie,1452,Kiton,http://bim.shopstyle.com/pim/c2/dc/c2dc058cc2af2cc19eaf6d24f9b57f47_best.jpg,Brown and blue silk polka dot pointed tip tie from Kiton.,farfetch.com,_polkadot,_silk,False
186,445814459,117.87,Burberry London patterned tie,870,Burberry,http://bim.shopstyle.com/pim/ce/99/ce99db7b36a1215ab2f051311c4c38c9_best.jpg,Grey silk patterned tie from Burberry London featuring a pointed tip and a geometric pattern.,farfetch.com,unknown,_silk,False
187,461309041,190.0,Drakes London polka dot tie,2861,Drakes,http://bim.shopstyle.com/pim/cd/54/cd5435e985f2ea86461f837131338344_best.jpg,Navy silk polka dot tie from Drakes London featuring a ribbed design.,farfetch.com,_polkadot,_silk,False
188,444592532,117.87,Burberry London embroidered tie,870,Burberry,http://bim.shopstyle.com/pim/d2/b0/d2b0318288a05284d229a50fa517b1aa_best.jpg,Forest green silk tie from Burberry London featuring a contrast blue embroidered design and a pointed tip.,farfetch.com,unknown,_silk,False
189,453573165,174.0,Gucci Circle-jacquard silk tie,1242,Gucci,http://bim.shopstyle.com/pim/78/ea/78ea757597beceea4d9108d7667082a4_best.jpg,"<ul><li>Matte blue, high-shine blue and silver-grey circle-jacquard, silk</li><li>Black GG-jacquard lining</li><li>100% silk.</li><li>Dry clean</li><li>Country of Origin: Italy</li></ul>",MATCHESFASHION.COM,unknown,_silk,False
190,456357447,119.0,Paul Smith Shoes & Accessories Cycling rabbit-jacquard silk tie,1795,Paul Smith,http://bim.shopstyle.com/pim/90/c9/90c9ee525752959e023a965ac6439566_best.jpg,"<ul><li>Navy, silk</li><li>White bicycle and multicoloured rabbit jacquard</li><li>Contrast black, light-pink and green rose-jacquard twill lining</li><li>100% silk</li><li>Dry clean only</li><li>Country of origin: Italy</li></ul>",MATCHESFASHION.COM,unknown,_silk,False
191,453676196,180.0,Alexander McQueen Woven Silk Tie,689,Alexander McQueen,http://bim.shopstyle.com/pim/fa/bc/fabc4a7ec4ea8425069060dcc3dfdf77_best.jpg,"A signature skull motif accentuates the regimented dot pattern of a slim tie woven in Italy from fine silk. <ul> <li>2 1/8"" width; 58 1/4"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Alexander McQueen; made in Italy.</li> <li>Men's Designer.</li> </ul>",Nordstrom,unknown,_silk,False
192,439525487,165.0,Burberry London Woven Silk Tie,870,Burberry,http://bim.shopstyle.com/pim/e0/95/e095172aa393adfd62cf7293ad4a3e87_best.jpg,"Distinctly textured checks define a handsome tie cut from pure silk. <ul> <li>2 3/4"" width; 57"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Burberry London; made in Italy.</li> <li>Men's Designer.</li> </ul>",Nordstrom,unknown,_silk,False
194,465303312,165.0,Burberry London 'Rohan' Woven Silk Tie,870,Burberry,http://bim.shopstyle.com/pim/6e/4a/6e4a3d7932977bf4c43cb5bd97e2e716_best.jpg,"Offered in a variety of colors, a handsome Italian tie woven in pure silk is patterned with signature Burberry checks. <ul> <li>3 1/4"" width; 56"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Burberry London; made in Italy.</li> <li>Men's Designer.</li> </ul>",Nordstrom,unknown,_silk,False
195,454835796,49.5,Calibrate Woven Silk Tie,0,,http://bim.shopstyle.com/pim/93/a8/93a879789d2c221f7a280fee901b5137_best.jpg,"A contrast tip marks a bold tie cut from pure silk. <ul> <li>2 1/4"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Calibrate; imported.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,unknown,_silk,False
196,463468013,15.0,The Tie Bar 'Ripon' Silk Stripe Tie,30134,The Tie Bar,http://bim.shopstyle.com/pim/c6/60/c660bab522752fec2ae215b998ccc283_best.jpg,"Smart horizontal stripes mark a slim tie cut from pure silk. <ul> <li>2 1/2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By The Tie Bar; imported.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_striped,_silk,False
198,452411335,195.0,Alexander McQueen Skull & Plaid-Pattern Neck Tie,689,Alexander McQueen,http://bim.shopstyle.com/pim/56/97/5697483b4a71c90c5517c8a41faf8c45_best.jpg,"Alexander McQueen black and white skull and plaid-pattern silk neck tie. Keeper loop at back. 2.75"" width, approximately. Available in Black/White. Silk. Dry clean. Made in Italy.",Barneys New York,_plaid,_silk,False
199,455870437,285.0,Ermenegildo Zegna Hand-Printed Tile Tie,1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/c8/e4/c8e42e5e7769cd86b20cca4ad8e079a2_best.jpg,"Hand-printed in Italy, Ermenegildo Zegna's neck tie is crafted of red/multicolor silk satin styled in a tile motif. From the Quindici Collection. 3.5"" width, approximately. Signature paisley and pin dot-pattern jacquard facing; self-keeper. Available in Red/Multi. Silk. Dry clean. Made in Italy.",Barneys New York,_print,_silk,False
202,461028696,65.0,Tommy Hilfiger Penguin Stripe Slim Tie,585,Tommy Hilfiger,http://bim.shopstyle.com/pim/4a/f8/4af8f40946e26d428afd36b37c331a8a_best.jpg,Enhance signature style with this whimsical penguin tie from Tommy Hilfiger. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Tommy Hilfiger penguin stripe silk tie</li> <li>Slim design</li> <li>3 1/8'' wide</li> </ul>,Macy's,_striped,_silk,False
203,450711523,200.0,Patterned Silk Tie,1242,Gucci,http://bim.shopstyle.com/pim/fb/64/fb646d9bf134855f9fbbb4d5cb440b8c_best.jpg,"<ul> <li>dark blue and red</li> <li>100% silk</li> <li>2.8""""W x 54.6""""L</li> <li>Made in Italy</li> </ul>",Gucci,unknown,_silk,False
204,429772618,200.0,Patterned Silk Twill Tie,1242,Gucci,http://bim.shopstyle.com/pim/1f/0b/1f0b6da90c28e4e75b3eaca919dfb0c3_best.jpg,"<ul> <li>bordeaux and red</li> <li>Made in Italy</li> <li>100% silk twill</li> <li>3.2""""W x 54.6""""L</li> </ul>",Gucci,unknown,_silk,False
206,442653501,205.0,"Ermenegildo Zegna Octagon Medallion Silk Tie, Yellow",1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/e3/22/e32236f51f622d5ce54e22a580c92d23_best.jpg,"<ul><li>Octagon-medallion silk jacquard.</li><li>3 5/8""W at widest.</li><li>Made in Italy.</li></ul>",Neiman Marcus,unknown,_silk,False
207,462137983,190.0,"Salvatore Ferragamo Gancini Silk Tie, Navy",1948,Salvatore Ferragamo,http://bim.shopstyle.com/pim/0b/a3/0ba3e5a649a8d0c417fec67e4d63513b_best.jpg,"<ul><li>Gancini-print silk tie by Salvatore Ferragamo.</li><li>3""W at widest.</li><li>Made in Italy.</li></ul>",Neiman Marcus,_print,_silk,False
212,463739533,205.0,"Ermenegildo Zegna Octagon Medallion Silk Tie, Navy",1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/d3/eb/d3eb102390accb92947d0f27d40f1775_best.jpg,"<ul><li>Octagon-medallion silk jacquard.</li><li>3 5/8""W at widest.</li><li>Made in Italy.</li></ul>",Neiman Marcus,unknown,_silk,False
214,450710704,200.0,Striped Woven Silk Tie,1242,Gucci,http://bim.shopstyle.com/pim/74/7c/747c8e2a1bb01244e9ff6472f7610b82_best.jpg,"<ul> <li>brown and orange</li> <li>100% silk</li> <li>2.8""""W x 54.6""""L</li> <li>Made in Italy</li> </ul>",Gucci,unknown,_silk,False
220,455787566,69.5,English silk tweed tie,284,J.Crew,http://bim.shopstyle.com/pim/c6/10/c610b0fc92798fd4f21e8a4a5a4e5522_best.jpg,"Sometimes you want to wear a tie even when you don't have to. This one is made from an English silk that's woven with a tweed-like texture and flecks of color (it's great for the guy who wants something with more character than a solid tie but can't commit to a full-on pattern). Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>",J.Crew,_solid,_silk,False
